pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C03+C10,positive graph Laplacian A + operational process tuple,D07,stochastic thermodynamics and feedback,1,False,environment;measurement,"Requires bath, temperature, energy scale and reset ledger."
C03+C10,positive graph Laplacian A + operational process tuple,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C10,positive graph Laplacian A + operational process tuple,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C10,positive graph Laplacian A + operational process tuple,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C10,positive graph Laplacian A + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C03+C10,positive graph Laplacian A + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C10,positive graph Laplacian A + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C03+C10,positive graph Laplacian A + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C03+C10,positive graph Laplacian A + operational process tuple,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,0,False,units,"Requires bath, temperature, energy scale and reset ledger."
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,2,True,dimensions;spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D10,renormalization and stable fractional limits,0,False,scale,Possible universality language; the audited strict family is not Schur-closed.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C03+C11,positive graph Laplacian A + dimensional-scale obstruction,D15,statistical field theory and random operators,1,True,scale;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C12,positive graph Laplacian A + selector/source obstruction,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C12,positive graph Laplacian A + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C12,positive graph Laplacian A + selector/source obstruction,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C12,positive graph Laplacian A + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C12,positive graph Laplacian A + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C12,positive graph Laplacian A + selector/source obstruction,D06,resource theory of asymmetry,2,False,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C12,positive graph Laplacian A + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C03+C12,positive graph Laplacian A + selector/source obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C12,positive graph Laplacian A + selector/source obstruction,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C12,positive graph Laplacian A + selector/source obstruction,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C12,positive graph Laplacian A + selector/source obstruction,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
